id_student,highest_education,age_band,num_of_prev_attempts,studied_credits,average_score,assessment_count,total_clicks,unique_resources,active_days,engagement_score,performance_score,performance_level,engagement_level,average_score_normalized,assessment_count_normalized,total_clicks_normalized,unique_resources_normalized,active_days_normalized,studied_credits_normalized,num_of_prev_attempts_normalized
27683,HE Qualification,0-35,0,60,82.08333333333333,12,2129,129,50,5.705358928435361,82.08333333333333,High,Medium,0.8208333333333333,0.42857142857142855,0.07440153765507601,0.22279792746113988,0.17482517482517482,0.048,0.0
27759,Lower Than A Level,35-55,0,120,76.0909090909091,11,366,36,46,4.600464393528113,76.0909090909091,Medium,Medium,0.760909090909091,0.39285714285714285,0.012790494495893761,0.06217616580310881,0.16083916083916083,0.144,0.0
27780,A Level or Equivalent,0-35,0,150,60.0,3,553,39,41,4.754830596418104,60.0,Medium,Medium,0.6,0.10714285714285714,0.01932552856893238,0.06735751295336788,0.14335664335664336,0.192,0.0
27891,Lower Than A Level,0-35,4,120,69.16666666666667,12,348,32,23,4.344397186425298,69.16666666666667,Medium,Medium,0.6916666666666668,0.42857142857142855,0.012161453782980954,0.055267702936096716,0.08041958041958042,0.144,0.6666666666666666
27935,Lower Than A Level,0-35,0,60,75.25,4,813,108,54,5.2903884666395005,75.25,Medium,Medium,0.7525,0.14285714285714285,0.02841167219989516,0.18652849740932642,0.1888111888111888,0.048,0.0
28046,HE Qualification,35-55,0,70,49.42857142857143,7,661,79,51,5.098087328351396,49.42857142857143,Low,Medium,0.49428571428571433,0.25,0.023099772846409225,0.13644214162348878,0.17832167832167833,0.064,0.0
28061,Lower Than A Level,35-55,0,60,77.6,5,1590,82,148,5.775683285457733,77.6,Medium,High,0.7759999999999999,0.17857142857142858,0.055565262973964705,0.14162348877374784,0.5174825174825175,0.048,0.0
28149,A Level or Equivalent,35-55,0,60,0.0,0,0,0,0,0.0,0.0,Low,Low,0.0,0.0,0.0,0.0,0.0,0.048,0.0
28400,HE Qualification,35-55,0,60,66.4,5,1435,84,80,5.558976823192094,66.4,Medium,Medium,0.664,0.17857142857142858,0.05014852350165997,0.14507772020725387,0.27972027972027974,0.048,0.0
28418,A Level or Equivalent,0-35,0,30,31.5,2,328,38,22,4.358139858923788,31.5,Low,Medium,0.315,0.07142857142857142,0.011462519657522279,0.06563039723661486,0.07692307692307693,0.0,0.0
28770,Lower Than A Level,0-35,0,30,0.0,0,0,0,0,0.0,0.0,Low,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28787,Lower Than A Level,35-55,0,60,53.6,5,645,38,59,4.915691664018565,53.6,Low,Medium,0.536,0.17857142857142858,0.022540625546042286,0.06563039723661486,0.2062937062937063,0.048,0.0
28808,A Level or Equivalent,0-35,0,60,70.0,2,232,35,18,4.138802756713045,70.0,Medium,Medium,0.7,0.07142857142857142,0.008107635855320636,0.06044905008635579,0.06293706293706294,0.048,0.0
28897,A Level or Equivalent,0-35,0,120,71.33333333333333,12,3367,205,135,6.320989066502578,71.33333333333333,Medium,High,0.7133333333333333,0.42857142857142855,0.11766556002096802,0.3540587219343696,0.47202797202797203,0.144,0.0
28952,Lower Than A Level,0-35,0,60,59.5,2,105,21,12,3.562173180890783,59.5,Low,Low,0.595,0.07142857142857142,0.0036694041586580466,0.03626943005181347,0.04195804195804196,0.048,0.0
29144,Lower Than A Level,0-35,0,120,73.22222222222223,9,1914,138,123,5.9494158102666175,73.22222222222223,Medium,High,0.7322222222222223,0.32142857142857145,0.06688799580639525,0.23834196891191708,0.43006993006993005,0.144,0.0
29335,Lower Than A Level,0-35,0,60,92.08333333333331,12,8840,209,230,6.8717196809341,92.08333333333331,High,High,0.9208333333333332,0.42857142857142855,0.30892888345273456,0.3609671848013817,0.8041958041958042,0.048,0.0
29411,A Level or Equivalent,0-35,0,150,59.22222222222222,9,1170,140,91,5.66740988566725,59.22222222222222,Low,Medium,0.5922222222222222,0.32142857142857145,0.04088764633933252,0.24179620034542315,0.3181818181818182,0.192,0.0
29420,A Level or Equivalent,0-35,0,30,75.25,8,816,64,49,5.108178720541137,75.25,Medium,Medium,0.7525,0.2857142857142857,0.028516512318713962,0.11053540587219343,0.17132867132867133,0.0,0.0
29639,Lower Than A Level,0-35,0,30,83.76923076923077,13,10503,162,271,6.913670246523881,83.76923076923077,High,High,0.8376923076923077,0.4642857142857143,0.36704525598462345,0.27979274611398963,0.9475524475524476,0.0,0.0
29764,A Level or Equivalent,0-35,0,90,89.33333333333333,9,2867,82,89,5.860143164125863,89.33333333333333,High,High,0.8933333333333333,0.32142857142857145,0.10019220688450113,0.14162348877374784,0.3111888111888112,0.096,0.0
29769,A Level or Equivalent,0-35,1,60,77.5,6,1608,96,71,5.608760388052785,77.5,Medium,Medium,0.775,0.21428571428571427,0.056194303686877514,0.16580310880829016,0.24825174825174826,0.048,0.16666666666666666
29820,HE Qualification,0-35,0,60,80.61538461538461,13,2502,151,123,6.0833467425081045,80.61538461538461,High,High,0.8061538461538461,0.4642857142857143,0.08743665909488031,0.2607944732297064,0.43006993006993005,0.048,0.0
29985,Lower Than A Level,0-35,0,30,71.88888888888889,9,760,44,52,4.986939664141407,71.88888888888889,Medium,Medium,0.7188888888888889,0.32142857142857145,0.02655949676742967,0.07599309153713299,0.18181818181818182,0.0,0.0
30091,A Level or Equivalent,0-35,0,60,88.0,10,1332,60,64,5.363653268292168,88.0,High,Medium,0.88,0.35714285714285715,0.04654901275554779,0.10362694300518134,0.22377622377622378,0.048,0.0
30096,HE Qualification,0-35,0,60,93.55555555555556,9,714,73,54,5.122332500608596,93.55555555555556,High,Medium,0.9355555555555556,0.32142857142857145,0.024951948278874717,0.12607944732297063,0.1888111888111888,0.048,0.0
30268,A Level or Equivalent,35-55,0,60,0.0,0,281,22,12,3.9668959003924513,0.0,Low,Medium,0.0,0.0,0.009820024462694392,0.037996545768566495,0.04195804195804196,0.048,0.0
30531,Lower Than A Level,0-35,1,180,87.25,4,1548,66,54,5.401753677553778,87.25,High,Medium,0.8725,0.14285714285714285,0.054097501310501485,0.11398963730569948,0.1888111888111888,0.24,0.16666666666666666
30549,A Level or Equivalent,35-55,2,60,35.0,1,137,29,21,3.9185734245690234,35.0,Low,Medium,0.35,0.03571428571428571,0.004787698759391927,0.05008635578583765,0.07342657342657342,0.048,0.3333333333333333
30850,HE Qualification,35-55,0,120,99.33333333333331,9,2258,71,130,5.834630039252364,99.33333333333331,High,High,0.9933333333333332,0.32142857142857145,0.07890966276428446,0.1226252158894646,0.45454545454545453,0.144,0.0
31014,Lower Than A Level,35-55,0,120,90.0,5,531,20,47,4.585374430326052,90.0,High,Medium,0.9,0.17857142857142858,0.018556701030927835,0.03454231433506045,0.16433566433566432,0.144,0.0
31107,Lower Than A Level,35-55,0,30,89.22222222222223,9,3873,57,209,6.1270822999659424,89.22222222222223,High,High,0.8922222222222222,0.32142857142857145,0.13534859339507252,0.09844559585492228,0.7307692307692307,0.0,0.0
31161,Post Graduate Qualification,55<=,0,105,96.88888888888889,9,2932,130,185,6.223795626665287,96.88888888888889,High,High,0.9688888888888889,0.32142857142857145,0.10246374279224184,0.22452504317789293,0.6468531468531469,0.12,0.0
31173,A Level or Equivalent,35-55,1,60,50.142857142857146,7,858,72,57,5.207578304302145,50.142857142857146,Low,Medium,0.5014285714285714,0.25,0.02998427398217718,0.12435233160621761,0.1993006993006993,0.048,0.16666666666666666
31205,Lower Than A Level,35-55,0,30,90.5,4,381,27,26,4.36658065629649,90.5,High,Medium,0.905,0.14285714285714285,0.013314695089987769,0.046632124352331605,0.09090909090909091,0.0,0.0
31269,A Level or Equivalent,35-55,1,120,56.0,2,859,151,45,5.3585295308996335,56.0,Low,Medium,0.56,0.07142857142857142,0.030019220688450112,0.2607944732297064,0.15734265734265734,0.144,0.16666666666666666
31296,Lower Than A Level,0-35,1,60,66.08333333333333,12,1280,62,43,5.240355828851632,66.08333333333333,Medium,Medium,0.6608333333333333,0.42857142857142855,0.04473178402935523,0.1070811744386874,0.15034965034965034,0.048,0.16666666666666666
31600,A Level or Equivalent,0-35,0,60,54.8,5,429,28,19,4.334422514537183,54.8,Low,Medium,0.5479999999999999,0.17857142857142858,0.01499213699108859,0.04835924006908463,0.06643356643356643,0.048,0.0
31604,A Level or Equivalent,35-55,0,60,76.0,5,2158,82,123,5.842696824226414,76.0,Medium,High,0.76,0.17857142857142858,0.07541499213699109,0.14162348877374784,0.43006993006993005,0.048,0.0
31663,A Level or Equivalent,35-55,0,60,79.27272727272727,11,5906,114,222,6.519188516869905,79.27272727272727,Medium,High,0.7927272727272726,0.39285714285714285,0.2063952472479469,0.19689119170984457,0.7762237762237763,0.048,0.0
31849,Lower Than A Level,35-55,0,120,78.0,11,1179,40,80,5.261714253396908,78.0,Medium,Medium,0.78,0.39285714285714285,0.041202166695788925,0.0690846286701209,0.27972027972027974,0.144,0.0
32221,A Level or Equivalent,0-35,0,60,89.6,5,1133,90,48,5.334206535103322,89.6,High,Medium,0.8959999999999999,0.17857142857142858,0.03959461820723397,0.15544041450777202,0.16783216783216784,0.048,0.0
32239,A Level or Equivalent,0-35,0,30,80.625,8,620,45,51,4.906497967294548,80.625,High,Medium,0.80625,0.2857142857142857,0.021666957889218942,0.07772020725388601,0.17832167832167833,0.0,0.0
32327,Lower Than A Level,0-35,2,60,31.0,2,699,51,30,4.836001410937334,31.0,Low,Medium,0.31,0.07142857142857142,0.02442774768478071,0.08808290155440414,0.1048951048951049,0.048,0.3333333333333333
32553,A Level or Equivalent,0-35,0,60,0.0,0,0,0,0,0.0,0.0,Low,Low,0.0,0.0,0.0,0.0,0.0,0.048,0.0
32885,Lower Than A Level,0-35,0,60,54.4,5,1034,66,70,5.3170744312094715,54.4,Low,Medium,0.544,0.17857142857142858,0.036134894286213526,0.11398963730569948,0.24475524475524477,0.048,0.0
32930,A Level or Equivalent,35-55,0,60,45.0,5,438,55,13,4.433122471335191,45.0,Low,Medium,0.45,0.17857142857142858,0.015306657347544994,0.09499136442141623,0.045454545454545456,0.048,0.0
33387,HE Qualification,0-35,2,120,59.0,3,248,37,22,4.238905271282544,59.0,Low,Medium,0.59,0.10714285714285714,0.008666783155687576,0.06390328151986183,0.07692307692307693,0.144,0.3333333333333333
33600,A Level or Equivalent,35-55,1,150,84.0,1,481,54,21,4.600690337197476,84.0,High,Medium,0.84,0.03571428571428571,0.016809365717281147,0.09326424870466321,0.07342657342657342,0.192,0.16666666666666666
33666,A Level or Equivalent,0-35,1,60,78.66666666666667,4,1208,24,66,5.066090073523667,78.66666666666667,Medium,Medium,0.7866666666666667,0.14285714285714285,0.042215621177704,0.04145077720207254,0.23076923076923078,0.048,0.16666666666666666
33681,A Level or Equivalent,35-55,3,60,76.14285714285714,7,464,115,26,4.87164307936815,76.14285714285714,Medium,Medium,0.7614285714285713,0.25,0.01621527171064127,0.19861830742659758,0.09090909090909091,0.048,0.5
33796,Lower Than A Level,35-55,2,60,63.71428571428572,7,351,56,45,4.706960269536332,63.71428571428572,Medium,Medium,0.6371428571428572,0.25,0.012266293901799756,0.09671848013816926,0.15734265734265734,0.048,0.3333333333333333
33897,Lower Than A Level,0-35,1,60,54.5,4,322,42,5,3.9769488047655477,54.5,Low,Medium,0.545,0.14285714285714285,0.011252839419884676,0.07253886010362694,0.017482517482517484,0.048,0.16666666666666666
33915,A Level or Equivalent,0-35,0,60,91.5,12,4121,222,128,6.409732757326699,91.5,High,High,0.915,0.42857142857142855,0.1440153765507601,0.38341968911917096,0.44755244755244755,0.048,0.0
33930,A Level or Equivalent,0-35,0,90,81.33333333333333,6,544,59,72,5.035755518876445,81.33333333333333,High,Medium,0.8133333333333332,0.21428571428571427,0.019011008212475974,0.10189982728842832,0.2517482517482518,0.096,0.0
34068,Lower Than A Level,0-35,0,30,73.33333333333333,3,613,32,55,4.824555746919346,73.33333333333333,Medium,Medium,0.7333333333333333,0.10714285714285714,0.021422330945308404,0.055267702936096716,0.19230769230769232,0.0,0.0
34087,A Level or Equivalent,35-55,1,60,84.42857142857143,7,425,75,53,4.91769095456293,84.42857142857143,High,Medium,0.8442857142857143,0.25,0.014852350165996855,0.12953367875647667,0.1853146853146853,0.048,0.16666666666666666
34229,A Level or Equivalent,35-55,2,120,88.0,9,706,60,50,5.03722211542792,88.0,High,Medium,0.88,0.32142857142857145,0.024672374628691245,0.10362694300518134,0.17482517482517482,0.144,0.3333333333333333
34293,Lower Than A Level,0-35,0,60,74.0,2,921,49,36,4.987500364844349,74.0,Medium,Medium,0.74,0.07142857142857142,0.032185916477372005,0.0846286701208981,0.1258741258741259,0.048,0.0
34353,A Level or Equivalent,35-55,0,120,90.6,10,391,25,32,4.414885965762574,90.6,High,Medium,0.9059999999999999,0.35714285714285715,0.013664162152717107,0.04317789291882556,0.11188811188811189,0.144,0.0
34431,Lower Than A Level,0-35,1,60,80.0,1,192,11,13,3.642265269382932,80.0,High,Low,0.8,0.03571428571428571,0.006709767604403285,0.018998272884283247,0.045454545454545456,0.048,0.16666666666666666
34653,Lower Than A Level,0-35,0,60,49.0,3,213,47,20,4.221107440598135,49.0,Low,Medium,0.49,0.10714285714285714,0.0074436484361348944,0.08117443868739206,0.06993006993006994,0.048,0.0
34662,A Level or Equivalent,35-55,0,60,34.5,2,218,31,26,4.184100522567817,34.5,Low,Medium,0.345,0.07142857142857142,0.0076183819674995636,0.0535405872193437,0.09090909090909091,0.048,0.0
34694,A Level or Equivalent,35-55,1,60,0.0,0,0,0,0,0.0,0.0,Low,Low,0.0,0.0,0.0,0.0,0.0,0.048,0.16666666666666666
34731,A Level or Equivalent,0-35,0,60,75.66666666666667,3,681,55,33,4.875525527742779,75.66666666666667,Medium,Medium,0.7566666666666667,0.10714285714285714,0.0237987069718679,0.09499136442141623,0.11538461538461539,0.048,0.0
34756,Lower Than A Level,0-35,1,150,67.33333333333333,3,129,20,11,3.60584250643566,67.33333333333333,Medium,Low,0.6733333333333333,0.10714285714285714,0.004508125109208457,0.03454231433506045,0.038461538461538464,0.192,0.16666666666666666
34863,A Level or Equivalent,0-35,0,60,73.9090909090909,11,198,24,19,3.9817043594164545,73.9090909090909,Medium,Medium,0.739090909090909,0.39285714285714285,0.006919447842040888,0.04145077720207254,0.06643356643356643,0.048,0.0
35001,Lower Than A Level,35-55,0,30,75.0,2,77,14,14,3.3675136513371626,75.0,Medium,Low,0.75,0.07142857142857142,0.0026908963830159006,0.024179620034542316,0.04895104895104895,0.0,0.0
35340,A Level or Equivalent,0-35,0,60,79.75,4,1812,49,99,5.556253241726811,79.75,Medium,Medium,0.7975,0.14285714285714285,0.063323431766556,0.0846286701208981,0.34615384615384615,0.048,0.0
35355,Lower Than A Level,35-55,0,30,75.22222222222223,9,3358,95,150,6.122247844329746,75.22222222222223,Medium,High,0.7522222222222222,0.32142857142857145,0.11735103966451162,0.16407599309153714,0.5244755244755245,0.0,0.0
35502,HE Qualification,0-35,0,60,66.0,1,545,73,32,4.861219386699157,66.0,Medium,Medium,0.66,0.03571428571428571,0.019045954918748907,0.12607944732297063,0.11188811188811189,0.048,0.0
35508,A Level or Equivalent,0-35,0,30,87.0,9,3412,146,142,6.240121944674276,87.0,High,High,0.87,0.32142857142857145,0.11923816180325005,0.25215889464594127,0.4965034965034965,0.0,0.0
35544,A Level or Equivalent,35-55,0,60,87.58333333333333,12,2107,169,101,5.989629338964861,87.58333333333333,High,High,0.8758333333333332,0.42857142857142855,0.07363271011707147,0.2918825561312608,0.3531468531468531,0.048,0.0
35747,A Level or Equivalent,35-55,0,120,54.0,1,653,58,21,4.74381690976209,54.0,Low,Medium,0.54,0.03571428571428571,0.022820199196225757,0.1001727115716753,0.07342657342657342,0.144,0.0
35796,A Level or Equivalent,0-35,0,60,82.0,1,602,51,31,4.7858607651052205,82.0,High,Medium,0.82,0.03571428571428571,0.021037917176306133,0.08808290155440414,0.10839160839160839,0.048,0.0
35812,Lower Than A Level,0-35,0,60,71.0,1,19,5,3,2.15170905852598,71.0,Medium,Low,0.71,0.03571428571428571,0.0006639874191857418,0.008635578583765112,0.01048951048951049,0.048,0.0
35859,A Level or Equivalent,0-35,0,60,0.0,0,0,0,0,0.0,0.0,Low,Low,0.0,0.0,0.0,0.0,0.0,0.048,0.0
35860,A Level or Equivalent,0-35,0,60,83.0,10,2215,166,67,5.882634074424729,83.0,High,High,0.83,0.35714285714285715,0.07740695439454831,0.2867012089810017,0.23426573426573427,0.048,0.0
36347,Lower Than A Level,0-35,0,120,67.45454545454545,11,2161,104,106,5.86955235466549,67.45454545454545,Medium,High,0.6745454545454546,0.39285714285714285,0.0755198322558099,0.17962003454231434,0.3706293706293706,0.144,0.0
36385,Lower Than A Level,0-35,1,120,70.6,5,1355,55,51,5.27789641019511,70.6,Medium,Medium,0.706,0.17857142857142858,0.047352786999825265,0.09499136442141623,0.17832167832167833,0.144,0.16666666666666666
36842,Lower Than A Level,0-35,0,90,0.0,0,0,0,0,0.0,0.0,Low,Low,0.0,0.0,0.0,0.0,0.0,0.096,0.0
37298,HE Qualification,0-35,0,120,84.18181818181819,11,2097,126,87,5.855953085863536,84.18181818181819,High,High,0.8418181818181819,0.39285714285714285,0.07328324305434213,0.21761658031088082,0.3041958041958042,0.144,0.0
37622,HE Qualification,0-35,1,120,81.9,10,470,37,39,4.659882921758664,81.9,High,Medium,0.8190000000000001,0.35714285714285715,0.016424951948278876,0.06390328151986183,0.13636363636363635,0.144,0.16666666666666666
37652,HE Qualification,35-55,0,50,98.0,5,885,52,54,5.107974309877411,98.0,High,Medium,0.98,0.17857142857142858,0.030927835051546393,0.08981001727115717,0.1888111888111888,0.032,0.0
38053,A Level or Equivalent,35-55,0,60,68.0,5,2445,88,143,5.958418627291289,68.0,Medium,High,0.68,0.17857142857142858,0.08544469683732309,0.15198618307426598,0.5,0.048,0.0
38187,Lower Than A Level,0-35,0,30,0.0,0,0,0,0,0.0,0.0,Low,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38234,A Level or Equivalent,0-35,0,60,77.71428571428571,7,94,14,9,3.324741344869093,77.71428571428571,Medium,Low,0.7771428571428571,0.25,0.003284990389655775,0.024179620034542316,0.03146853146853147,0.048,0.0
38711,Lower Than A Level,35-55,0,60,38.75,4,169,29,14,3.8870936496494144,38.75,Low,Medium,0.3875,0.14285714285714285,0.0059059933601258085,0.05008635578583765,0.04895104895104895,0.048,0.0
38941,A Level or Equivalent,0-35,0,60,77.0,1,0,0,0,0.0,77.0,Medium,Low,0.77,0.03571428571428571,0.0,0.0,0.0,0.048,0.0
39208,A Level or Equivalent,35-55,0,120,77.4,5,2067,105,160,5.9771879319802865,77.4,Medium,High,0.774,0.17857142857142858,0.07223484186615411,0.18134715025906736,0.5594405594405595,0.144,0.0
39411,Lower Than A Level,0-35,0,60,70.0,1,164,15,15,3.705931422904101,70.0,Medium,Low,0.7,0.03571428571428571,0.005731259828761139,0.025906735751295335,0.05244755244755245,0.048,0.0
39427,A Level or Equivalent,0-35,0,60,84.0,1,93,24,14,3.595395720699125,84.0,High,Low,0.84,0.03571428571428571,0.003250043683382841,0.04145077720207254,0.04895104895104895,0.048,0.0
39655,Lower Than A Level,0-35,0,120,83.0909090909091,11,432,33,34,4.552807667032668,83.0909090909091,High,Medium,0.8309090909090909,0.39285714285714285,0.015096977109907391,0.05699481865284974,0.11888111888111888,0.144,0.0
39660,Lower Than A Level,0-35,0,120,64.5,4,630,73,74,5.165388307038629,64.5,Medium,Medium,0.645,0.14285714285714285,0.02201642495194828,0.12607944732297063,0.25874125874125875,0.144,0.0
39882,A Level or Equivalent,0-35,1,120,78.45454545454545,11,1761,96,44,5.50409396308056,78.45454545454545,Medium,Medium,0.7845454545454545,0.39285714285714285,0.06154114974663638,0.16580310880829016,0.15384615384615385,0.144,0.16666666666666666
40184,HE Qualification,55<=,0,60,93.71428571428572,7,1876,137,149,5.996338708410641,93.71428571428572,High,High,0.9371428571428573,0.25,0.06556002096802377,0.23661485319516407,0.5209790209790209,0.048,0.0
40333,HE Qualification,35-55,0,30,0.0,0,174,27,15,3.8973523592939014,0.0,Low,Medium,0.0,0.0,0.006080726891490477,0.046632124352331605,0.05244755244755245,0.0,0.0
40419,Lower Than A Level,35-55,1,60,71.55555555555556,9,704,107,40,5.141990109273466,71.55555555555556,Medium,Medium,0.7155555555555556,0.32142857142857145,0.02460248121614538,0.1848013816925734,0.13986013986013987,0.048,0.16666666666666666
40508,A Level or Equivalent,35-55,0,90,0.0,0,91,11,5,3.091715266524433,0.0,Low,Low,0.0,0.0,0.0031801502708369736,0.018998272884283247,0.017482517482517484,0.096,0.0
40563,A Level or Equivalent,0-35,0,60,71.14285714285714,7,584,80,60,5.100241644546468,71.14285714285714,Medium,Medium,0.7114285714285714,0.25,0.020408876463393327,0.1381692573402418,0.2097902097902098,0.048,0.0
40604,A Level or Equivalent,35-55,0,30,68.28571428571429,7,465,55,53,4.861974974840086,68.28571428571429,Medium,Medium,0.6828571428571429,0.25,0.016250218416914205,0.09499136442141623,0.1853146853146853,0.0,0.0
40857,A Level or Equivalent,0-35,0,120,86.0,1,304,51,19,4.37221750828359,86.0,High,Medium,0.86,0.03571428571428571,0.010623798706971868,0.08808290155440414,0.06643356643356643,0.144,0.0
40878,Lower Than A Level,0-35,0,120,90.58333333333331,12,2455,143,88,5.960050616499255,90.58333333333331,High,High,0.9058333333333332,0.42857142857142855,0.08579416390005241,0.2469775474956822,0.3076923076923077,0.144,0.0
